STATIONS_ID;MESS_DATUM;QN_2;V_TE002M;V_TE005M;V_TE010M;V_TE020M;V_TE050M;eor
        403;20161215;    3;  -999;   2.8;   3.1;   3.5;   4.7;eor
        403;20161216;    3;  -999;   0.6;   1.4;   2.3;   4.5;eor
        403;20161217;    3;  -999;   0.0;   0.7;   1.6;   3.9;eor
        403;20161218;    3;  -999;   2.0;   2.2;   2.3;   3.6;eor
        403;20161219;    3;  -999;   3.6;   3.7;   3.7;   4.1;eor
        403;20161220;    3;  -999;   1.6;   2.2;   2.8;   4.3;eor
        403;20161221;    3;  -999;   0.5;   1.2;   1.9;   3.9;eor
        403;20161222;    3;  -999;  -0.1;   0.6;   1.3;   3.5;eor
        403;20161223;    3;  -999;   1.6;   1.9;   2.0;   3.3;eor
        403;20161224;    3;  -999;   2.5;   2.6;   2.7;   3.6;eor
        403;20161225;    3;  -999;   5.2;   4.8;   4.3;   4.1;eor
        403;20161226;    3;  -999;   6.2;   6.3;   5.9;   5.1;eor
        403;20161227;    3;  -999;   4.0;   4.2;   4.4;   5.2;eor
        403;20161228;    3;  -999;   5.3;   5.2;   5.0;   5.1;eor
        403;20161229;    3;  -999;   3.8;   4.3;   4.7;   5.3;eor
        403;20161230;    3;  -999;   0.4;   1.3;   2.4;   4.7;eor
        403;20161231;    3;  -999;  -0.6;   0.4;   1.3;   3.8;eor
        403;20170101;    3;  -999;  -0.1;   0.5;   1.2;   3.3;eor
        403;20170102;    3;  -999;   0.4;   1.0;   1.5;   3.2;eor
        403;20170103;    3;  -999;   1.3;   1.5;   1.8;   3.2;eor
        403;20170104;    3;  -999;   1.7;   2.1;   2.4;   3.4;eor
        403;20170105;    3;  -999;   0.5;   1.0;   1.6;   3.2;eor
        403;20170106;    3;  -999;  -0.8;   0.3;   1.0;   2.9;eor
        403;20170107;    3;  -999;  -1.2;  -0.2;   0.5;   2.5;eor
        403;20170108;    3;  -999;  -0.4;  -0.1;   0.4;   2.3;eor
        403;20170109;    3;  -999;  -0.3;   0.0;   0.5;   2.2;eor
        403;20170110;    3;  -999;  -0.5;   0.0;   0.5;   2.1;eor
        403;20170111;    3;  -999;  -0.5;   0.0;   0.4;   2.1;eor
        403;20170112;    3;  -999;  -0.1;   0.0;   0.5;   2.0;eor
        403;20170113;    3;  -999;  -0.1;   0.1;   0.5;   2.0;eor
        403;20170114;    3;  -999;   0.0;   0.3;   0.6;   1.9;eor
        403;20170115;    3;  -999;   0.1;   0.4;   0.7;   2.0;eor
        403;20170116;    3;  -999;   0.1;   0.4;   0.8;   2.0;eor
        403;20170117;    3;  -999;   0.1;   0.4;   0.7;   2.0;eor
        403;20170118;    3;  -999;   0.0;   0.4;   0.7;   1.9;eor
        403;20170119;    3;  -999;   0.1;   0.3;   0.7;   1.9;eor
        403;20170120;    3;  -999;   0.1;   0.4;   0.7;   1.9;eor
        403;20170121;    3;  -999;   0.1;   0.4;   0.7;   1.9;eor
        403;20170122;    3;  -999;   0.1;   0.4;   0.7;   1.8;eor
        403;20170123;    3;  -999;   0.0;   0.4;   0.7;   1.8;eor
        403;20170124;    3;  -999;   0.0;   0.3;   0.6;   1.8;eor
        403;20170125;    3;  -999;   0.1;   0.4;   0.6;   1.8;eor
        403;20170126;    3;  -999;   0.1;   0.4;   0.6;   1.7;eor
        403;20170127;    3;  -999;  -0.2;   0.2;   0.6;   1.7;eor
        403;20170128;    3;  -999;  -1.4;  -0.2;   0.3;   1.6;eor
        403;20170129;    3;  -999;  -1.2;  -0.5;   0.1;   1.5;eor
        403;20170130;    3;  -999;  -0.6;  -0.2;   0.1;   1.4;eor
        403;20170131;    3;  -999;  -0.1;  -0.1;   0.1;   1.3;eor
        403;20170201;    3;  -999;  -0.1;  -0.1;   0.2;   1.3;eor
        403;20170202;    3;  -999;  -0.4;   0.0;   0.3;   1.4;eor
        403;20170203;    3;  -999;  -0.2;   0.0;   0.3;   1.4;eor
        403;20170204;    3;  -999;  -0.1;   0.0;   0.3;   1.4;eor
        403;20170205;    3;  -999;  -0.1;   0.1;   0.3;   1.3;eor
        403;20170206;    3;  -999;  -0.1;   0.1;   0.4;   1.4;eor
        403;20170207;    3;  -999;  -0.1;   0.2;   0.4;   1.4;eor
        403;20170208;    3;  -999;  -0.1;   0.2;   0.4;   1.4;eor
        403;20170209;    3;  -999;  -0.8;   0.0;   0.3;   1.4;eor
        403;20170210;    3;  -999;  -1.2;  -0.4;   0.1;   1.3;eor
        403;20170211;    3;  -999;  -0.9;  -0.4;   0.0;   1.2;eor
        403;20170212;    3;  -999;  -0.6;  -0.3;   0.0;   1.2;eor
        403;20170213;    3;  -999;  -1.5;  -0.6;  -0.1;   1.1;eor
        403;20170214;    3;  -999;  -1.8;  -1.0;  -0.2;   1.1;eor
        403;20170215;    3;  -999;  -1.1;  -0.6;  -0.2;   1.0;eor
        403;20170216;    3;  -999;  -0.5;  -0.2;  -0.1;   1.0;eor
        403;20170217;    3;  -999;   0.4;   0.0;  -0.1;   1.0;eor
        403;20170218;    3;  -999;   1.2;   0.8;   0.4;   1.1;eor
        403;20170219;    3;  -999;   2.5;   2.4;   1.9;   1.6;eor
        403;20170220;    3;  -999;   4.9;   4.5;   3.6;   2.4;eor
        403;20170221;    3;  -999;   5.7;   5.7;   5.0;   3.3;eor
        403;20170222;    3;  -999;   4.8;   4.7;   4.3;   3.5;eor
        403;20170223;    3;  -999;   4.7;   4.6;   4.4;   3.8;eor
        403;20170224;    3;  -999;   3.3;   3.7;   3.9;   3.9;eor
        403;20170225;    3;  -999;   2.2;   2.4;   2.5;   3.3;eor
        403;20170226;    3;  -999;   5.3;   4.9;   4.2;   3.4;eor
        403;20170227;    3;  -999;   6.3;   6.1;   5.5;   4.2;eor
        403;20170228;    3;  -999;   5.7;   5.7;   5.4;   4.7;eor
        403;20170301;    3;  -999;   4.5;   4.8;   4.8;   4.7;eor
        403;20170302;    3;  -999;   4.3;   4.3;   4.2;   4.4;eor
        403;20170303;    3;  -999;   5.0;   5.1;   4.8;   4.4;eor
        403;20170304;    3;  -999;   6.4;   6.3;   5.7;   4.8;eor
        403;20170305;    3;  -999;   6.6;   6.5;   6.2;   5.4;eor
        403;20170306;    3;  -999;   5.4;   5.5;   5.4;   5.3;eor
        403;20170307;    3;  -999;   4.0;   4.3;   4.7;   5.2;eor
        403;20170308;    3;  -999;   5.7;   5.5;   5.0;   4.8;eor
        403;20170309;    3;  -999;   7.3;   7.0;   6.4;   5.3;eor
        403;20170310;    3;  -999;   6.5;   6.5;   6.3;   5.8;eor
        403;20170311;    3;  -999;   5.6;   5.8;   5.8;   5.7;eor
        403;20170312;    3;  -999;   4.0;   4.5;   4.7;   5.4;eor
        403;20170313;    3;  -999;   4.2;   4.4;   4.4;   5.0;eor
        403;20170314;    3;  -999;   5.5;   5.3;   5.0;   5.1;eor
        403;20170315;    3;  -999;   8.0;   7.9;   7.2;   5.7;eor
        403;20170316;    3;  -999;   6.5;   6.5;   6.2;   6.0;eor
        403;20170317;    3;  -999;   5.4;   5.6;   5.7;   5.9;eor
        403;20170318;    3;  -999;   5.4;   5.7;   5.7;   5.8;eor
        403;20170319;    3;  -999;   4.0;   4.1;   4.4;   5.4;eor
        403;20170320;    3;  -999;   9.2;   8.5;   7.4;   5.8;eor
        403;20170321;    3;  -999;   9.0;   8.9;   8.3;   6.8;eor
        403;20170322;    3;  -999;   8.4;   8.2;   7.7;   6.9;eor
        403;20170323;    3;  -999;   7.1;   7.2;   7.2;   7.1;eor
        403;20170324;    3;  -999;   8.0;   8.0;   7.5;   6.8;eor
        403;20170325;    3;  -999;   6.7;   7.0;   7.0;   7.0;eor
        403;20170326;    3;  -999;   8.0;   8.0;   7.5;   6.9;eor
        403;20170327;    3;  -999;   9.0;   8.9;   8.2;   7.3;eor
        403;20170328;    3;  -999;  10.2;  10.0;   9.1;   7.7;eor
        403;20170329;    3;  -999;   9.1;   9.1;   8.8;   8.1;eor
        403;20170330;    3;  -999;  12.0;  11.4;  10.4;   8.4;eor
        403;20170331;    3;  -999;  12.8;  12.3;  11.2;   9.0;eor
        403;20170401;    3;  -999;  13.6;  13.1;  11.9;   9.6;eor
        403;20170402;    3;  -999;  12.8;  12.8;  12.2;  10.2;eor
        403;20170403;    3;  -999;   8.9;   9.4;   9.8;   9.9;eor
        403;20170404;    3;  -999;   9.8;   9.6;   9.3;   9.2;eor
        403;20170405;    3;  -999;  10.1;  10.2;   9.9;   9.3;eor
        403;20170406;    3;  -999;   9.6;   9.7;   9.3;   9.1;eor
        403;20170407;    3;  -999;   8.9;   9.0;   9.0;   9.1;eor
        403;20170408;    3;  -999;  11.4;  11.1;  10.2;   9.1;eor
        403;20170409;    3;  -999;  14.1;  13.7;  12.3;   9.8;eor
        403;20170410;    3;  -999;  12.4;  12.4;  11.9;  10.5;eor
        403;20170411;    3;  -999;   9.3;   9.8;  10.0;  10.2;eor
        403;20170412;    3;  -999;   9.9;   9.9;   9.7;   9.7;eor
        403;20170413;    3;  -999;   9.3;   9.4;   9.4;   9.4;eor
        403;20170414;    3;  -999;   9.2;   9.2;   9.0;   9.1;eor
        403;20170415;    3;  -999;   8.3;   8.6;   8.9;   9.2;eor
        403;20170416;    3;  -999;   7.9;   8.0;   8.0;   8.7;eor
        403;20170417;    3;  -999;   9.1;   9.0;   8.7;   8.6;eor
        403;20170418;    3;  -999;   7.6;   8.0;   8.3;   8.7;eor
        403;20170419;    3;  -999;   5.6;   6.1;   6.6;   8.1;eor
        403;20170420;    3;  -999;   6.5;   6.5;   6.5;   7.6;eor
        403;20170421;    3;  -999;   9.5;   9.0;   8.3;   7.8;eor
        403;20170422;    3;  -999;   9.0;   9.1;   9.0;   8.5;eor
        403;20170423;    3;  -999;   8.1;   8.3;   8.3;   8.5;eor
        403;20170424;    3;  -999;   9.3;   9.0;   8.5;   8.3;eor
        403;20170425;    3;  -999;   9.3;   9.6;   9.4;   8.9;eor
        403;20170426;    3;  -999;   9.6;   9.5;   9.0;   8.7;eor
        403;20170427;    3;  -999;  10.9;  10.7;  10.0;   9.0;eor
        403;20170428;    3;  -999;   9.5;   9.7;   9.6;   9.3;eor
        403;20170429;    3;  -999;   9.8;   9.9;   9.7;   9.3;eor
        403;20170430;    3;  -999;  11.8;  11.3;  10.3;   9.2;eor
        403;20170501;    3;  -999;  12.7;  12.3;  11.4;  10.0;eor
        403;20170502;    3;  -999;  10.4;  10.7;  10.8;  10.3;eor
        403;20170503;    3;  -999;  13.2;  12.6;  11.6;  10.1;eor
        403;20170504;    3;  -999;  10.2;  10.5;  10.7;  10.5;eor
        403;20170505;    3;  -999;  11.5;  11.2;  10.7;  10.0;eor
        403;20170506;    3;  -999;  13.4;  12.9;  12.1;  10.4;eor
        403;20170507;    3;  -999;  14.8;  14.2;  13.1;  11.0;eor
        403;20170508;    3;  -999;   9.9;  10.6;  11.3;  11.3;eor
        403;20170509;    3;  -999;   9.3;   9.5;   9.6;  10.2;eor
        403;20170510;    3;  -999;  10.9;  10.7;  10.3;  10.0;eor
        403;20170511;    3;  -999;  15.0;  14.2;  12.5;  10.4;eor
        403;20170512;    3;  -999;  17.9;  17.0;  15.2;  11.8;eor
        403;20170513;    3;  -999;  15.9;  15.7;  15.1;  12.8;eor
        403;20170514;    3;  -999;  16.6;  16.1;  15.1;  12.9;eor
        403;20170515;    3;  -999;  17.1;  16.6;  15.4;  13.1;eor
        403;20170516;    3;  -999;  16.5;  16.1;  15.3;  13.4;eor
        403;20170517;    3;  -999;  22.0;  20.7;  18.3;  14.0;eor
        403;20170518;    3;  -999;  22.8;  21.8;  19.8;  15.3;eor
        403;20170519;    3;  -999;  23.9;  22.9;  20.8;  16.3;eor
        403;20170520;    3;  -999;  20.7;  20.6;  19.9;  16.9;eor
        403;20170521;    3;  -999;  19.9;  19.4;  18.4;  16.2;eor
        403;20170522;    3;  -999;  20.4;  19.8;  18.7;  16.1;eor
        403;20170523;    3;  -999;  21.1;  20.4;  19.1;  16.3;eor
        403;20170524;    3;  -999;  14.9;  15.7;  16.3;  16.1;eor
        403;20170525;    3;  -999;  15.6;  15.4;  15.2;  14.8;eor
        403;20170526;    3;  -999;  18.2;  17.5;  16.5;  14.7;eor
        403;20170527;    3;  -999;  21.7;  20.4;  18.7;  15.4;eor
        403;20170528;    3;  -999;  23.3;  22.0;  20.3;  16.5;eor
        403;20170529;    3;  -999;  25.9;  24.3;  22.3;  17.6;eor
        403;20170530;    3;  -999;  23.6;  22.8;  21.7;  18.4;eor
        403;20170531;    3;  -999;  22.5;  22.0;  21.0;  18.2;eor
        403;20170601;    3;  -999;  21.8;  21.1;  20.3;  17.9;eor
        403;20170602;    3;  -999;  22.7;  21.7;  20.7;  17.9;eor
        403;20170603;    3;  -999;  18.7;  19.0;  18.9;  17.9;eor
        403;20170604;    3;  -999;  17.3;  17.7;  17.7;  17.0;eor
        403;20170605;    3;  -999;  18.9;  18.4;  17.6;  16.4;eor
        403;20170606;    3;  -999;  19.7;  19.2;  18.3;  16.6;eor
        403;20170607;    3;  -999;  17.6;  17.5;  17.4;  16.6;eor
        403;20170608;    3;  -999;  17.2;  17.0;  16.7;  16.1;eor
        403;20170609;    3;  -999;  20.9;  19.8;  18.6;  16.2;eor
        403;20170610;    3;  -999;  21.5;  20.7;  19.8;  17.2;eor
        403;20170611;    3;  -999;  24.2;  22.9;  21.4;  17.9;eor
        403;20170612;    3;  -999;  23.7;  22.9;  22.1;  18.9;eor
        403;20170613;    3;  -999;  19.3;  19.5;  19.6;  18.5;eor
        403;20170614;    3;  -999;  21.1;  20.3;  19.5;  17.7;eor
        403;20170615;    3;  -999;  23.6;  22.2;  21.0;  18.2;eor
        403;20170616;    3;  -999;  19.8;  20.2;  20.2;  18.7;eor
        403;20170617;    3;  -999;  19.5;  19.3;  18.6;  17.6;eor
        403;20170618;    3;  -999;  24.1;  23.1;  21.2;  17.9;eor
        403;20170619;    3;  -999;  27.3;  26.1;  23.9;  19.2;eor
        403;20170620;    3;  -999;  26.7;  25.9;  24.4;  20.3;eor
        403;20170621;    3;  -999;  25.7;  25.1;  23.9;  20.4;eor
        403;20170622;    3;  -999;  21.9;  21.9;  21.7;  20.2;eor
        403;20170623;    3;  -999;  20.4;  20.3;  20.0;  19.2;eor
        403;20170624;    3;  -999;  19.6;  19.6;  19.4;  18.6;eor
        403;20170625;    3;  -999;  19.7;  19.5;  19.2;  18.3;eor
        403;20170626;    3;  -999;  19.0;  18.9;  18.7;  18.0;eor
        403;20170627;    3;  -999;  19.4;  19.1;  18.5;  17.7;eor
        403;20170628;    3;  -999;  21.2;  20.6;  19.7;  18.0;eor
        403;20170629;    3;  -999;  19.0;  19.1;  19.2;  18.6;eor
        403;20170630;    3;  -999;  17.5;  17.7;  17.8;  18.1;eor
        403;20170701;    3;  -999;  17.6;  17.6;  17.5;  17.6;eor
        403;20170702;    3;  -999;  17.8;  17.8;  17.7;  17.4;eor
        403;20170703;    3;  -999;  19.0;  18.5;  17.9;  17.2;eor
        403;20170704;    3;  -999;  19.0;  18.8;  18.6;  17.7;eor
        403;20170705;    3;  -999;  18.6;  18.5;  18.2;  17.7;eor
        403;20170706;    3;  -999;  21.0;  20.3;  19.4;  17.8;eor
        403;20170707;    3;  -999;  21.2;  20.7;  20.2;  18.5;eor
        403;20170708;    3;  -999;  21.0;  20.7;  20.3;  18.8;eor
        403;20170709;    3;  -999;  20.9;  20.6;  20.0;  18.7;eor
        403;20170710;    3;  -999;  19.3;  19.3;  19.2;  18.7;eor
        403;20170711;    3;  -999;  21.5;  21.0;  20.2;  18.6;eor
        403;20170712;    3;  -999;  19.4;  19.6;  19.6;  18.9;eor
        403;20170713;    3;  -999;  17.7;  17.8;  17.9;  18.2;eor
        403;20170714;    3;  -999;  19.1;  18.8;  18.5;  17.9;eor
        403;20170715;    3;  -999;  19.4;  19.1;  18.8;  18.1;eor
        403;20170716;    3;  -999;  18.8;  18.8;  18.6;  18.2;eor
        403;20170717;    3;  -999;  20.8;  20.3;  19.7;  18.3;eor
        403;20170718;    3;  -999;  20.8;  20.4;  19.8;  18.5;eor
        403;20170719;    3;  -999;  22.4;  21.8;  20.9;  19.0;eor
        403;20170720;    3;  -999;  23.7;  23.2;  22.3;  19.8;eor
        403;20170721;    3;  -999;  23.0;  22.7;  22.1;  20.1;eor
        403;20170722;    3;  -999;  21.5;  21.5;  21.5;  20.6;eor
        403;20170723;    3;  -999;  21.7;  21.6;  21.3;  20.3;eor
        403;20170724;    3;  -999;  22.0;  21.8;  21.3;  20.1;eor
        403;20170725;    3;  -999;  18.7;  19.1;  19.4;  19.9;eor
        403;20170726;    3;  -999;  17.6;  18.0;  18.4;  19.2;eor
        403;20170727;    3;  -999;  19.6;  19.4;  18.9;  18.6;eor
        403;20170728;    3;  -999;  19.8;  19.8;  19.6;  18.9;eor
        403;20170729;    3;  -999;  20.6;  20.5;  19.9;  19.1;eor
        403;20170730;    3;  -999;  22.7;  22.3;  21.4;  19.5;eor
        403;20170731;    3;  -999;  23.8;  23.5;  22.5;  20.2;eor
        403;20170801;    3;  -999;  24.4;  24.2;  23.2;  20.8;eor
        403;20170802;    3;  -999;  23.8;  23.7;  23.0;  21.1;eor
        403;20170803;    3;  -999;  22.8;  22.9;  22.5;  21.1;eor
        403;20170804;    3;  -999;  22.5;  22.4;  21.9;  20.8;eor
        403;20170805;    3;  -999;  20.0;  20.2;  20.3;  20.3;eor
        403;20170806;    3;  -999;  20.4;  20.4;  20.1;  19.7;eor
        403;20170807;    3;  -999;  21.2;  21.0;  20.4;  19.6;eor
        403;20170808;    3;  -999;  22.4;  21.9;  21.2;  20.0;eor
        403;20170809;    3;  -999;  24.7;  24.1;  23.0;  20.6;eor
        403;20170810;    3;  -999;  23.3;  23.3;  22.7;  21.1;eor
        403;20170811;    3;  -999;  19.5;  19.8;  20.2;  20.6;eor
        403;20170812;    3;  -999;  17.8;  18.1;  18.6;  19.5;eor
        403;20170813;    3;  -999;  19.4;  19.2;  18.9;  18.9;eor
        403;20170814;    3;  -999;  20.6;  20.4;  19.8;  19.0;eor
        403;20170815;    3;  -999;  22.6;  22.1;  20.9;  19.3;eor
        403;20170816;    3;  -999;  21.2;  21.3;  21.1;  20.0;eor
        403;20170817;    3;  -999;  21.7;  21.4;  20.7;  19.8;eor
        403;20170818;    3;  -999;  22.0;  21.8;  21.3;  20.2;eor
        403;20170819;    3;  -999;  19.5;  19.8;  20.0;  20.0;eor
        403;20170820;    3;  -999;  18.4;  18.5;  18.6;  19.2;eor
        403;20170821;    3;  -999;  17.6;  17.9;  18.1;  18.8;eor
        403;20170822;    3;  -999;  16.1;  16.5;  17.0;  18.2;eor
        403;20170823;    3;  -999;  18.2;  18.1;  17.7;  17.8;eor
        403;20170824;    3;  -999;  18.1;  18.1;  17.9;  18.0;eor
        403;20170825;    3;  -999;  20.4;  20.0;  19.3;  18.3;eor
        403;20170826;    3;  -999;  19.9;  19.6;  19.1;  18.6;eor
        403;20170827;    3;  -999;  21.7;  21.4;  20.5;  18.9;eor
        403;20170828;    3;  -999;  20.8;  20.7;  20.2;  19.1;eor
        403;20170829;    3;  -999;  21.4;  21.1;  20.4;  19.2;eor
        403;20170830;    3;  -999;  22.7;  22.3;  21.3;  19.5;eor
        403;20170831;    3;  -999;  21.7;  21.8;  21.4;  20.0;eor
        403;20170901;    3;  -999;  17.0;  17.7;  18.3;  19.3;eor
        403;20170902;    3;  -999;  16.4;  16.9;  17.2;  18.2;eor
        403;20170903;    3;  -999;  16.0;  16.3;  16.6;  17.6;eor
        403;20170904;    3;  -999;  15.0;  15.5;  15.9;  17.1;eor
        403;20170905;    3;  -999;  16.6;  16.7;  16.4;  16.8;eor
        403;20170906;    3;  -999;  16.7;  16.9;  17.0;  17.1;eor
        403;20170907;    3;  -999;  15.1;  15.4;  15.8;  16.8;eor
        403;20170908;    3;  -999;  14.7;  15.0;  15.3;  16.4;eor
        403;20170909;    3;  -999;  15.1;  15.3;  15.4;  16.2;eor
        403;20170910;    3;  -999;  16.6;  16.6;  16.3;  16.2;eor
        403;20170911;    3;  -999;  14.9;  15.2;  15.4;  16.2;eor
        403;20170912;    3;  -999;  14.3;  14.7;  15.1;  16.0;eor
        403;20170913;    3;  -999;  13.4;  13.9;  14.3;  15.6;eor
        403;20170914;    3;  -999;  13.0;  13.4;  13.9;  15.3;eor
        403;20170915;    3;  -999;  14.0;  14.2;  14.2;  15.0;eor
        403;20170916;    3;  -999;  13.2;  13.4;  13.7;  14.9;eor
        403;20170917;    3;  -999;  13.1;  13.4;  13.7;  14.7;eor
        403;20170918;    3;  -999;  13.3;  13.7;  13.9;  14.7;eor
        403;20170919;    3;  -999;  12.9;  13.2;  13.4;  14.5;eor
        403;20170920;    3;  -999;  13.0;  13.3;  13.5;  14.4;eor
        403;20170921;    3;  -999;  14.1;  14.2;  14.2;  14.5;eor
        403;20170922;    3;  -999;  14.4;  14.7;  14.6;  14.6;eor
        403;20170923;    3;  -999;  12.4;  12.8;  13.2;  14.5;eor
        403;20170924;    3;  -999;  14.5;  14.4;  14.2;  14.4;eor
        403;20170925;    3;  -999;  14.4;  14.5;  14.5;  14.6;eor
        403;20170926;    3;  -999;  15.0;  15.0;  14.7;  14.7;eor
        403;20170927;    3;  -999;  15.4;  15.3;  15.1;  14.9;eor
        403;20170928;    3;  -999;  15.8;  15.7;  15.4;  15.0;eor
        403;20170929;    3;  -999;  15.6;  15.9;  15.7;  15.3;eor
        403;20170930;    3;  -999;  14.1;  14.6;  14.7;  15.2;eor
        403;20171001;    3;  -999;  13.5;  13.8;  14.1;  14.9;eor
        403;20171002;    3;  -999;  12.5;  12.7;  13.1;  14.4;eor
        403;20171003;    3;  -999;  13.8;  14.0;  14.0;  14.3;eor
        403;20171004;    3;  -999;  12.2;  12.5;  12.9;  14.2;eor
        403;20171005;    3;  -999;  11.2;  11.6;  12.2;  13.7;eor
        403;20171006;    3;  -999;  10.8;  11.2;  11.6;  13.2;eor
        403;20171007;    3;  -999;  11.4;  11.4;  11.7;  12.9;eor
        403;20171008;    3;  -999;  11.3;  11.8;  12.0;  12.9;eor
        403;20171009;    3;  -999;   9.7;  10.2;  10.7;  12.5;eor
        403;20171010;    3;  -999;  11.6;  11.6;  11.6;  12.4;eor
        403;20171011;    3;  -999;  13.4;  13.1;  12.8;  12.8;eor
        403;20171012;    3;  -999;  12.7;  13.0;  13.1;  13.2;eor
        403;20171013;    3;  -999;  11.8;  12.1;  12.3;  13.0;eor
        403;20171014;    3;  -999;  13.2;  13.2;  13.0;  13.0;eor
        403;20171015;    3;  -999;  12.7;  13.1;  13.1;  13.2;eor
        403;20171016;    3;  -999;  12.3;  12.8;  12.8;  13.2;eor
        403;20171017;    3;  -999;  13.0;  13.3;  13.3;  13.3;eor
        403;20171018;    3;  -999;  12.4;  12.9;  13.0;  13.4;eor
        403;20171019;    3;  -999;  11.0;  11.4;  11.9;  13.1;eor
        403;20171020;    3;  -999;  11.3;  11.5;  11.7;  12.7;eor
        403;20171021;    3;  -999;  11.3;  11.5;  11.7;  12.6;eor
        403;20171022;    3;  -999;  11.8;  12.0;  12.1;  12.6;eor
        403;20171023;    3;  -999;  10.6;  11.0;  11.4;  12.5;eor
        403;20171024;    3;  -999;  11.1;  11.1;  11.1;  12.1;eor
        403;20171025;    3;  -999;  13.4;  13.3;  12.9;  12.5;eor
        403;20171026;    3;  -999;  11.6;  11.9;  12.1;  12.7;eor
        403;20171027;    3;  -999;  10.3;  10.8;  11.4;  12.5;eor
        403;20171028;    3;  -999;   9.4;   9.8;  10.2;  11.9;eor
        403;20171029;    3;  -999;   7.6;   8.5;   9.5;  11.5;eor
        403;20171030;    3;  -999;   5.1;   6.1;   7.2;  10.4;eor
        403;20171031;    3;  -999;   6.8;   7.0;   7.5;   9.8;eor
        403;20171101;    3;  -999;   9.0;   9.0;   8.9;   9.9;eor
        403;20171102;    3;  -999;   9.3;   9.5;   9.7;  10.4;eor
        403;20171103;    3;  -999;   8.7;   9.2;   9.5;  10.5;eor
        403;20171104;    3;  -999;   6.8;   7.4;   8.0;  10.0;eor
        403;20171105;    3;  -999;   8.3;   8.4;   8.6;   9.8;eor
        403;20171106;    3;  -999;   7.2;   8.0;   8.6;  10.0;eor
        403;20171107;    3;  -999;   6.7;   7.2;   7.6;   9.5;eor
        403;20171108;    3;  -999;   7.4;   7.7;   8.1;   9.4;eor
        403;20171109;    3;  -999;   6.9;   7.3;   7.8;   9.4;eor
        403;20171110;    3;  -999;   7.0;   7.4;   7.8;   9.2;eor
        403;20171111;    3;  -999;   5.6;   6.2;   6.9;   9.0;eor
        403;20171112;    3;  -999;   4.8;   5.4;   6.1;   8.4;eor
        403;20171113;    3;  -999;   4.9;   5.5;   6.1;   8.2;eor
        403;20171114;    3;  -999;   3.7;   4.2;   4.9;   7.6;eor
        403;20171115;    3;  -999;   7.2;   7.1;   7.0;   7.8;eor
        403;20171116;    3;  -999;   8.1;   8.2;   8.1;   8.4;eor
        403;20171117;    3;  -999;   5.5;   6.4;   7.1;   8.6;eor
        403;20171118;    3;  -999;   3.1;   3.8;   4.8;   7.7;eor
        403;20171119;    3;  -999;   3.6;   4.2;   4.9;   7.2;eor
