"STATION_NAME","DATUM","cm_05","cm_10","cm_20","cm_50"
"Munich",2018-04-07,13.4,12.2,10.6,9.1
"Munich",2018-04-08,15.2,13.8,11.9,9.6
"Munich",2018-04-09,14.7,13.9,12.5,10.3
"Munich",2018-04-10,14.3,13.6,12.5,10.6
"Munich",2018-04-11,16.7,15.2,13.3,10.9
"Munich",2018-04-12,16.9,15.8,14.1,11.5
"Munich",2018-04-13,15.4,15,14,11.9
"Munich",2018-04-14,16.1,15.2,13.8,12
"Munich",2018-04-15,15.5,15,14,12.2
"Munich",2018-04-16,14.1,14.2,13.8,12.4
"Munich",2018-04-17,16.3,15.3,13.9,12.3
"Munich",2018-04-18,17.4,16.3,14.6,12.6
"Munich",2018-04-19,18.3,17.3,15.5,13
"Munich",2018-04-20,19.7,18.4,16.3,13.6
"Munich",2018-04-21,20.9,19.6,17.3,14.2
"Munich",2018-04-22,21.5,20.2,18.1,14.8
"Munich",2018-04-23,20.3,19.6,18.2,15.4
"Munich",2018-04-24,20.2,19.5,18.1,15.5
"Munich",2018-04-25,19.8,19,17.8,15.7
"Munich",2018-04-26,14.9,15.9,16.6,15.7
"Munich",2018-04-27,17.2,16.3,15.5,14.9
"Munich",2018-04-28,19.9,18.8,17.1,15
"Munich",2018-04-29,20.7,19.5,17.9,15.5
"Munich",2018-04-30,19.7,19.3,18.2,16
"Munich",2018-05-01,17.3,17.4,17.3,16.1
"Munich",2018-05-02,17.3,17.1,16.7,15.8
"Munich",2018-05-03,18.5,17.8,16.9,15.6
"Munich",2018-05-04,17.7,17.5,17,15.7
"Munich",2018-05-05,19.8,18.8,17.4,15.7
"Munich",2018-05-06,21.1,19.9,18.3,16.1
"Munich",2018-05-07,21.2,20.1,18.7,16.5
"Munich",2018-05-08,21.7,20.6,19.1,16.9
"Munich",2018-05-09,20.5,20,19.2,17.2
"Munich",2018-05-10,20.6,19.7,18.7,17.2
"Munich",2018-05-11,20.3,19.7,18.8,17.2
"Munich",2018-05-12,23,21.5,19.7,17.4
"Munich",2018-05-13,22.8,22,20.6,17.9
"Munich",2018-05-14,19.3,19.6,19.5,18.1
"Munich",2018-05-15,16,16.9,17.8,17.7
